,nes,nes_err,ban,ban_err,veg,veg_err,grd,grd_err,frt,frt_err,mlt,mlt_err,brl,brl_err,rt3,rt3_err,rt2,rt2_err,olp,olp_err,tob,tob_err,rt1,rt1_err,cc2,cc2_err,olv,olv_err,srg,srg_err,rsd,rsd_err,oce,oce_err,cot,cot_err,sfl,sfl_err,whe,whe_err,pls,pls_err,mze,mze_err,sub,sub_err,suc,suc_err,fdd,fdd_err,soy,soy_err,rcw,rcw_err,bvmeat,bvmeat_err,bvmilk,bvmilk_err,sgmeat,sgmeat_err,chickens,chickens_err,ducks,ducks_err,pigs,pigs_err,crop,crop_err,past,past_err,gh_all,gh_all_err
KIR,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0
KEN,0.00010486694175876396,7.718921089673894e-11,3.56653345464198e-05,8.075423601646342e-13,9.700941505833584e-05,5.494810649824204e-11,3.54391717154879e-05,9.928365572709677e-13,7.357056537139467e-05,6.117281300444612e-11,3.972580302606881e-05,6.140605201585649e-13,9.815651406350216e-05,6.189747059624052e-11,3.436754828121497e-05,4.416929287371684e-12,4.483735038363106e-05,1.0547596852191016e-12,7.874055482227753e-06,3.1298437938709555e-15,5.764026139393717e-05,1.2037963259502896e-12,0.0001598142857053373,8.055975371717559e-11,7.42274891683001e-05,1.7025572314918976e-12,,,5.442071442993149e-05,1.4468473272518234e-12,,,3.576740477689872e-05,1.3604884630938098e-13,3.415837760580117e-05,9.016840437434631e-13,5.4370284392094234e-05,2.069124563571657e-12,9.76400309650712e-05,6.13410344900313e-11,0.00011101175529944431,1.7804274871936094e-12,6.1380911208144e-05,1.2343597395369996e-12,,,3.437022519422524e-05,8.128873804073689e-13,3.4719207774058133e-07,1.4168673328429518e-17,4.837630603833914e-05,7.677675775675176e-15,5.490327393355474e-05,1.4837131359951118e-12,6.120246571041808e-05,5.827023756591008e-11,6.120246571041808e-05,5.827023756591008e-11,4.8924232199935516e-05,5.2752406124292655e-11,9.327003683749378e-05,1.0208198847937184e-10,4.9668984711120464e-05,5.5161818807226285e-11,8.296780548572983e-05,2.475944652107379e-10,7.444746174717806e-05,1.1772910918634087e-08,2.039184876007882e-05,1.460451297397818e-12,3.236232452891895e-05,7.575007528155318e-09
KAZ,6.955651127339263e-07,9.980260281109092e-16,,,2.1284130566778544e-06,1.4358666829188723e-15,,,1.6172131626544363e-06,1.4269884363478862e-15,8.685672694528022e-07,2.309554644996759e-16,1.0699084687673495e-06,9.284179219188949e-16,,,,,,,2.2640880208882862e-06,2.461672445767618e-15,9.881667655358347e-07,8.203484559028998e-16,,,,,,,5.697429259696394e-07,1.5542626686602233e-15,6.980780862032677e-07,1.406749990839586e-15,2.6223578681562684e-06,2.294072157401178e-15,9.237217338869062e-07,1.1958540660902262e-15,1.0329133428719412e-06,6.710134217917193e-16,1.2898382880851631e-06,9.494283666870163e-16,1.9576882682279117e-06,1.7663856402013304e-15,1.4355197152891035e-06,3.137515002260223e-15,,,8.731676557136026e-07,7.275031436579942e-16,6.533873810685508e-07,1.4286706835423573e-15,5.9806302674205965e-06,2.449266590438254e-15,7.343014277464664e-07,1.2742845229281589e-14,7.343014277464664e-07,1.2742845229281589e-14,6.922559124453682e-07,1.612683137931578e-14,9.410314660087595e-07,2.0777790675041994e-14,9.883388033176873e-07,5.123999785055677e-17,5.951520990456585e-07,1.1468087419753119e-14,9.76964888703715e-07,7.251635295615423e-16,1.7910081970742724e-07,8.053115340486376e-15,2.7042303929101e-07,7.914887740686549e-15
JOR,2.0465537990706537e-05,6.693745304633289e-15,2.0103568386574393e-05,3.8114099852151265e-15,3.644272176817011e-05,2.7166114073756756e-12,2.7534846225435358e-05,5.813246121013094e-15,3.728518410996641e-05,5.208829391711077e-10,,,3.958900717312322e-05,1.9877019764010716e-10,,,,,,,3.4880359760776906e-05,1.34595503748772e-14,3.6791988698740006e-05,1.6788770065197287e-10,,,4.391737671723816e-05,5.364964291902651e-10,3.592597719075926e-05,7.105031320425671e-10,,,,,2.2379973822241196e-05,5.497171156578405e-15,,,3.99598289171536e-05,2.41256538893718e-10,3.407738276717168e-05,2.476034341452186e-10,6.2939250055125e-05,3.83367377963181e-12,2.2307879869402562e-05,5.5041325598319885e-15,,,3.459916493219554e-05,5.327850914986864e-10,,,,,0.00023380323066226992,3.983851025013368e-10,0.00023380323066226992,3.983851025013368e-10,0.0004700687868681017,3.3442640212903886e-10,0.0002494848430336223,4.3867893052246854e-10,0.0004662792241220647,5.504381654684031e-10,3.7619622952932105e-05,2.454598877012349e-15,4.01535742619928e-05,4.230849152798014e-10,1.5056275616213769e-05,1.694343406748223e-12,2.112687916356562e-05,2.964890108703838e-10
JPN,1.5622333392599823e-05,2.113797342214784e-11,,,1.3161641762036422e-05,2.0766032687879055e-11,2.083951464032971e-05,4.256266851398188e-11,1.529921030557277e-05,1.457130528300837e-11,,,1.0470799125069855e-05,7.300030213002119e-12,1.546317171306543e-05,1.5353853685500737e-12,,,,,2.489753917144905e-05,1.731177447927517e-11,1.680240728361816e-05,1.6102733021492138e-11,3.126518442250679e-05,1.2816996762092488e-11,,,,,,,,,,,,,1.9167101995678357e-05,2.07059414850796e-11,1.0860911345946185e-05,8.610401430404249e-12,,,1.6821584624647023e-05,1.707188831688919e-11,9.945769431875109e-06,2.91628476702071e-12,1.7320541270826222e-05,1.3855789563203188e-11,2.4666555253426853e-05,1.6762218633596067e-11,1.2851689182760847e-05,6.878180824881968e-12,0.00016836310852599173,3.335582221063767e-11,0.00016836310852599173,3.335582221063767e-11,4.1565582589627046e-05,3.202419671694781e-11,0.00011572572260647952,4.852890447313436e-11,5.85517271918201e-05,1.0072746831817817e-10,0.0001380624301184818,4.738928386166279e-11,1.4351976946374227e-05,1.5777344625667425e-11,0.00010517498800586292,2.3886330223921303e-11,2.2047979074950438e-05,3.694055695666911e-11
JAM,0.0002024983877295419,1.4238179621143062e-12,0.0002347108483086431,1.525717483137159e-12,0.0003281114836811823,3.604700601502105e-12,0.0002050074289104973,1.4280132681308787e-12,0.00024242890184845116,1.7668533682476734e-12,,,,,0.00020984407934292803,1.5211726731700093e-12,0.00021486134263392284,1.5907767170090535e-12,,,0.00020490269282365714,1.428232632206015e-12,0.0002224500160222845,1.5195514697193135e-12,0.00020422208483865265,1.4242502654102814e-12,,,,,,,,,,,,,,,0.00020526969604539675,1.5118029204108068e-12,0.00020503768008852893,1.4273688776297035e-12,,,0.0002728526921165388,2.361598951634211e-12,,,,,,,0.00022187839189193246,1.4685089776605164e-12,0.00022187839189193246,1.4685089776605164e-12,0.0002645766948274581,1.5444468655092683e-12,0.00024818091144146025,2.020943385721273e-12,0.0002735847406272699,1.9320071592065004e-12,0.00022700548750626755,1.4739216518897969e-12,0.00021485874431036379,3.8831959760739997e-10,0.00018521160178441612,1.0581666912239978e-12,0.00019974940188046956,3.932837171595908e-10
ITA,1.0540190564637245e-05,3.106241196584081e-11,,,1.1465064001483086e-05,6.717509249589007e-10,,,1.0334192750556579e-05,6.881158129543091e-10,,,1.2811296618424809e-05,3.467745115954039e-11,,,,,,,1.279575853818069e-05,2.349997652929852e-14,9.623825326275903e-06,6.889339135642501e-10,,,8.705223382183775e-06,4.231429193260603e-11,1.1836964627763236e-05,4.2053657420429523e-11,6.464033997169649e-06,4.878068830622108e-16,1.0135508163309336e-05,3.632178920858652e-11,,,9.692453101411005e-06,8.377297236744591e-10,1.0167548761021058e-05,6.755858767526821e-10,9.87773464250472e-06,6.515321609823449e-13,1.302446809228759e-05,9.564130155928264e-10,1.0757276427798637e-05,9.42808443669106e-10,,,1.0985794427063764e-05,5.560491446127263e-10,1.3547762029562645e-05,4.287024894734519e-14,1.2597153695981482e-05,1.3445252218790887e-09,6.88902424081588e-05,1.0685620147661135e-09,6.88902424081588e-05,1.0685620147661135e-09,8.303528353551444e-05,1.2283865945196066e-09,1.4996086016822227e-05,2.2519031999483974e-09,1.2646199389059576e-05,2.5782327946320953e-13,2.426766119256839e-05,1.8403645423439463e-09,1.0786784439431909e-05,3.5426397579198983e-09,8.548458899984138e-06,4.207475834160008e-13,1.0131500614346643e-05,3.259403773611902e-09
ISR,7.292871729360329e-06,2.4301097641191577e-13,7.895651546178409e-06,9.359693864923399e-16,4.257175096707168e-06,5.264655654634316e-13,3.7335177452476862e-06,2.4428159185750013e-13,2.9714043250098903e-06,5.246379435421032e-13,,,5.28186624497398e-05,1.454544433444198e-14,,,,,,,3.450815160031825e-05,1.4859305975341323e-14,3.510672701732135e-06,2.472780386746972e-13,,,3.145147137398431e-05,7.087275780376194e-13,3.672079437099115e-06,5.212432306408392e-13,,,,,1.6680009635804344e-05,4.881142354973441e-13,2.7684761579746334e-06,1.2175734870601655e-13,1.5266347672685284e-05,2.413485641952539e-13,1.1359118287099126e-05,2.487096920958071e-13,1.2579810046320803e-05,2.740807717076611e-13,4.856716033778591e-05,1.3401033874228342e-14,,,5.8209716073364735e-06,5.479167491733859e-13,,,,,4.3113104089767495e-06,1.8513827728400086e-12,4.3113104089767495e-06,1.8513827728400086e-12,0.022256926562792677,2.957274274387775e-06,0.01405355061108681,3.399006915247554e-06,0.010391911379235964,3.491326249367773e-06,0.006689144152497872,3.523631702085942e-06,1.5709659441758376e-05,3.3864455998979005e-06,1.1266129980565116e-05,9.999582102192487e-15,1.4851987160842153e-05,3.356201867530508e-06
PSE,1.0475779992302387e-05,5.144701162189517e-13,7.738572743872268e-06,7.270364961327537e-15,9.738272509047772e-06,5.501591385861958e-13,2.901165650378768e-06,7.67381556495994e-13,8.988139802358928e-06,5.869154653054572e-13,,,1.5224633857946582e-05,5.2721127693060325e-14,,,,,,,2.301371746357939e-05,3.626336715203562e-16,5.4071911739495355e-06,6.005444772572491e-13,,,1.2484142840000454e-05,5.028083502149997e-13,2.981956662667111e-06,7.66255143171933e-13,,,,,2.737001825652263e-06,7.838744074502747e-13,2.8881318286792588e-06,7.727679344405098e-13,9.443368688525782e-06,4.645324589478093e-13,1.0197987430780888e-05,5.482928085514684e-13,2.732667608427537e-06,7.824151615479884e-13,,,,,6.315000672075371e-06,7.720742327486401e-13,,,,,9.022977876069122e-06,9.20751814613819e-13,9.022977876069122e-06,9.20751814613819e-13,5.756714552154314e-05,4.1338912728308525e-13,1.8614150146766024e-05,5.205570423816884e-13,1.0864774526247241e-06,2.4857569590842056e-15,9.079675055859714e-07,1.8260863710544407e-15,1.0137899268618854e-05,4.3112435775056957e-13,5.556765724465035e-06,4.167599363102678e-14,8.386914622023111e-06,4.291983585724113e-13
IRL,4.305412632860872e-07,5.935515328545469e-18,,,6.118220004875525e-07,5.3231049571881205e-17,,,6.044272441265414e-07,4.188105384338979e-15,,,5.901227215992491e-07,3.688678305140719e-15,,,,,,,,,5.997397909316009e-07,4.3927743291302084e-17,,,,,,,5.809995264340927e-07,5.0802972462510564e-17,5.977097054159808e-07,3.7274472749022364e-15,,,,,5.975443352189683e-07,3.898092936204258e-15,6.140587367514352e-07,1.5948666579747694e-17,,,4.1056580757824836e-07,7.851343346187517e-18,,,5.966221773635538e-07,3.6466686530397e-15,,,,,6.245723359554421e-07,3.4414771892850973e-15,6.245723359554421e-07,3.4414771892850973e-15,9.667703703712424e-07,4.170021449870049e-15,6.883682971300863e-07,1.0868625461209751e-14,7.017017041933286e-07,1.1369312105834998e-14,6.477877596126843e-07,4.880919548097681e-15,5.789623250589208e-07,3.634662411418982e-15,5.467734670512783e-07,3.0763869133127684e-17,5.538413005544161e-07,3.1213937965048395e-15
IRQ,1.2610453098087881e-05,6.296305112083368e-13,,,2.2295350411592214e-06,2.276442490359967e-13,1.7202111276456913e-05,1.2545692034540233e-15,3.079616927886114e-06,1.4886970831310116e-14,,,3.8035212612822683e-06,2.0396124719830606e-13,,,,,,,2.684032861912625e-06,4.2411037022837236e-17,4.519741703556021e-06,3.228243637520676e-13,,,1.0004486644969923e-08,7.531313599595139e-20,2.0207133284270702e-06,2.9338698191779684e-15,3.4526564739059767e-06,3.67743297807967e-17,4.03664943249932e-06,6.520249391680493e-17,4.040605836764536e-06,4.162046292719393e-15,3.0991163011405565e-06,2.384335620157628e-15,3.7933879379985216e-06,1.9070565688661519e-13,7.725831748071592e-06,4.995808885276944e-13,5.178576191975604e-06,2.5246301990442495e-13,1.8262247553104286e-05,1.1449011705185815e-15,,,7.926857382621732e-06,2.762217984571336e-13,,,1.9057794875404062e-06,4.513163861373059e-15,8.823414088112308e-06,4.2418386770228464e-12,8.823414088112308e-06,4.2418386770228464e-12,8.220733586850697e-06,3.1590785478353288e-12,9.425904032796467e-06,4.129887154416771e-12,1.0445912565312016e-05,7.320033308534385e-16,,,3.6670776797050122e-06,4.150573107312849e-12,4.215382241345296e-06,2.562093519154457e-13,3.942568174790692e-06,3.5535179690777314e-12
IRN,1.4317573122222497e-05,2.1560114173471166e-10,4.4034503368730496e-07,6.413634782259363e-16,1.1074012473207704e-05,1.6940851030903655e-12,5.342403702284858e-07,5.640916487436668e-19,8.117297370551423e-06,1.7089091903720753e-10,,,1.1474581678292329e-05,1.4283517869784936e-10,1.748628338296548e-06,5.171372818853299e-18,,,,,8.652939423413134e-06,5.321618950914269e-12,8.533360815933917e-06,3.020028819224778e-10,,,5.450276381047936e-07,1.8994981783045637e-10,1.2890107358909177e-06,3.212965055563352e-17,8.169279303899063e-06,3.4573370277175557e-10,8.080715021420235e-07,1.5051947144886207e-16,7.538244733541888e-06,2.321806279611658e-12,1.1162841076616071e-05,2.4139343122371763e-12,1.1758296835408836e-05,1.3431485962117295e-10,1.072863524864753e-05,2.2163261040104522e-10,9.443821344312196e-06,1.735819917425995e-12,8.885640719549623e-06,2.1041840314567052e-12,1.9648007619359247e-06,5.512999417054165e-14,9.964244031866708e-06,1.8635110335653315e-10,7.1199114669548764e-06,6.416170398179055e-10,1.675911566211906e-05,3.1632361267051742e-12,0.00019951006763685875,1.887736597300593e-10,0.00019951006763685875,1.887736597300593e-10,3.8314844305031026e-05,1.3613869475594086e-10,6.027607156242254e-05,2.0113711502190567e-10,0.0001386549745136265,4.080879849778943e-10,1.6198239580605883e-05,1.755377208503612e-12,9.725890903273774e-06,1.5383591121682927e-10,7.0202587373361985e-06,1.569799782343104e-11,8.073731450801924e-06,1.375242244179437e-10
IDN,3.243038566943501e-05,4.9103711698006546e-12,1.576411576843455e-05,3.922431096133709e-12,4.4350878698173726e-05,7.164258619737926e-12,1.442989195310478e-05,3.089246298588518e-12,3.21221149104861e-05,4.87048910283276e-12,,,,,3.0830079805402813e-05,2.4949066577733224e-12,3.11470625216233e-05,2.284432143469451e-12,2.8698661390645565e-05,1.9079077410829696e-12,2.4432228874425152e-05,2.357401070325693e-12,2.979311681851607e-05,4.6024954981649306e-12,2.5152191959374654e-05,5.645089930582738e-12,,,,,,,,,,,,,,,3.3291560028264116e-05,4.753493041724118e-12,4.832033428571253e-05,8.131845624254236e-12,,,4.220968522940641e-05,5.190730819533132e-12,,,4.719408667728384e-05,4.61243276308785e-12,4.932179669616126e-05,3.752893313399448e-12,6.254592260231545e-05,1.214204835565692e-11,6.254592260231545e-05,1.214204835565692e-11,0.00022299648533660878,2.3993723184195092e-11,0.00011549078013502744,1.4669623570069024e-11,7.158845957883746e-05,1.646669189180671e-11,4.259817502759789e-05,1.5213932300313356e-11,3.707746898282313e-05,1.6118010259121026e-10,4.554861063228065e-05,3.721061346052632e-12,3.8731590434854795e-05,1.6588843088407996e-10
IND,1.3324393705085099e-05,8.613964677276404e-09,4.191976818873825e-05,2.250611309152324e-08,1.7337337482529315e-05,8.177347505434674e-09,1.971004179440613e-05,6.969218321180362e-09,1.730212709911184e-05,8.440055829816979e-09,2.13700868578639e-05,5.77558697392446e-10,1.5937348688266645e-05,2.1757395864199992e-11,3.0063060708634273e-05,1.525811056562022e-14,1.4459000322098146e-05,1.0950459266053192e-08,,,2.603089288775069e-05,2.0860216136892114e-08,1.7183320068402796e-05,7.719566022395236e-09,5.385211147108337e-05,3.292501449762345e-08,,,1.1957232011877139e-05,4.76433684390598e-10,2.8911854946600407e-05,6.233856179109062e-10,1.2379923079706501e-05,1.0493744010452335e-16,1.1327708584632378e-05,2.959248402659765e-09,1.891630993794802e-05,1.8214813907185827e-08,1.4867655780726194e-05,4.1842709442210944e-11,1.4768003189679976e-05,7.981917736514421e-09,2.239344927907749e-05,1.1978761611656888e-08,,,1.8973890066597692e-05,1.5787987025989354e-08,1.4588271895321116e-05,9.235138310022606e-09,1.2463852709545251e-05,1.5993511219562498e-08,1.9768481916729854e-05,9.749836177470204e-09,0.00027685718500909006,2.791196088308384e-06,0.00027685718500909006,2.791196088308384e-06,0.0011770239218291815,4.924732387557577e-06,0.00022225168723994664,6.275675868616701e-06,0.00024963646410534543,6.8942479382894515e-06,0.0007484164633617458,5.637575931503395e-06,1.6805585746298022e-05,2.413706379797638e-06,2.016351937003897e-05,5.1122362390555265e-11,1.7000302145115947e-05,2.380009898027197e-06
ISL,1.4055009773648095e-10,9.796618587003454e-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.566030153838179e-10,1.0591170326667404e-24,,,,,6.245838229399221e-11,1.1179742130983204e-24,6.245838229399221e-11,1.1179742130983204e-24,1.702720010092323e-11,7.6897542016578205e-25,4.1932296525084926e-11,4.9541646576945666e-24,,,3.699043161817311e-11,1.8635307532326674e-24,1.4700093030838797e-10,1.4193943870085869e-24,3.362788201286372e-11,1.2264808667768562e-24,3.4058457871986406e-11,1.2275802608677338e-24
HUN,2.510847028960764e-06,5.898396952482603e-16,,,2.5322978800360673e-06,6.94571358953289e-16,,,2.5327872937089785e-06,6.768764202836989e-16,2.655058561703467e-06,1.1645594142866038e-17,2.530408853645988e-06,6.213595864556074e-16,,,,,,,3.0949993436662938e-06,1.2117550197129618e-15,2.54408111686274e-06,8.675147435302245e-16,,,,,,,2.487912461666959e-06,6.783892660216323e-16,2.523946606612611e-06,5.897783084055015e-16,,,2.5586868198906686e-06,6.633726041199491e-16,2.54041042975262e-06,5.884252271795151e-16,2.5361800152490315e-06,6.827097761929469e-16,2.5597330622750664e-06,6.510590837752005e-16,2.580574331293843e-06,8.904193162848121e-16,,,2.5447616056567615e-06,6.232015438742189e-16,2.4198491508641077e-06,1.190527141311354e-15,2.7720778840530348e-06,1.845549408281395e-17,2.8443458219927524e-06,4.010431040103422e-15,2.8443458219927524e-06,4.010431040103422e-15,2.9672056760226975e-06,4.919735114196309e-15,2.990187848330004e-06,6.7735423545334925e-15,2.956378444696349e-06,8.877606175578169e-15,2.8203472511316754e-06,4.795666118718115e-15,2.545989161282871e-06,6.11177398337995e-16,2.813135386131436e-06,4.60917778864768e-15,2.570714896610213e-06,4.014532354386662e-15
HND,0.00015827626854208833,1.371259774547103e-11,0.00014662338920876946,1.538414118017248e-11,0.00016773779845318445,1.556929785780091e-11,4.910680911966874e-05,3.1838279867892254e-14,0.00014817412638219962,1.5649134204553274e-11,,,,,0.00014810757332772934,1.434819413635107e-11,0.00012347671607126855,7.098421375583164e-12,8.329837253052536e-05,2.8695668456939874e-12,0.0001441465959772324,1.2679479649922011e-11,0.00021383599463137932,1.5720546722071726e-11,0.00013722522557739025,1.2627927867014314e-11,,,0.00014713003206772172,1.161353636652595e-11,,,,,0.00014821709172603944,5.154209099144074e-12,,,,,0.00015862315627283372,1.369285480495132e-11,0.00013296767863056386,1.4396745067678254e-11,,,0.0001246304748553211,7.343722577561816e-12,,,5.01933627109617e-05,3.095402084784477e-14,0.0001369491720264328,1.7496864762500155e-11,0.00013669910841256083,7.313030169669474e-12,0.00013669910841256083,7.313030169669474e-12,0.00013357877672793306,5.907019033336699e-12,0.00013517138336040834,7.169598005475598e-12,,,0.0001247085886427636,6.280184941908033e-12,0.00012979072221879032,1.249257165988434e-11,6.274463359446614e-05,2.457097488107029e-12,9.269714465089735e-05,1.2047901123635046e-11
HTI,0.00028971874670249455,7.741845504404732e-12,0.000301488443690494,7.44824776763335e-12,0.00028819051201938893,1.1421210391762512e-11,0.00030056755035131943,7.446208676169582e-12,0.0002925670123487715,8.131003031845661e-12,,,,,0.0003470662660076221,7.666953768152576e-12,0.0003124440717623588,7.613444852134934e-12,,,0.00030319221795101214,7.623388056247362e-12,0.0003181693334939534,7.756350326805435e-12,0.00030552817905890215,7.611012169040319e-12,,,0.00030647151756850075,7.620528310297268e-12,,,,,,,,,,,0.0002752990746852506,7.709327803371798e-12,0.00030515150464981643,7.752208981712429e-12,,,0.00034208956422067806,1.1982888911841799e-11,,,,,0.0003702717250729507,1.3367881641261409e-11,0.0003231404825209209,7.989151205641894e-12,0.0003231404825209209,7.989151205641894e-12,0.0005255033606242911,1.2046066245255116e-11,0.0003041446417598022,8.322069797517971e-12,0.0002260504182612796,1.1082921010225384e-11,0.000322468778333093,8.535842020790522e-12,0.00030189025235230737,1.1484536704818854e-11,0.0003549184992573908,8.79772248555542e-12,0.0003161338749847121,1.1287797332621102e-11
GUY,7.122546406556941e-06,8.646571668608008e-15,5.512166455815305e-06,8.373438673539091e-15,1.849633913975858e-05,2.064105952215374e-14,6.152386600330977e-06,8.348468818612976e-15,1.3435527518682334e-05,1.7409543203403306e-14,,,,,5.097279057454531e-06,8.163347078247697e-15,4.507335330497348e-06,1.0141510689913491e-14,1.0470129791563375e-07,4.1117585078007525e-19,,,4.0120737721377725e-08,3.633938618520687e-19,5.387620831311734e-06,8.481341686731227e-15,,,5.075115969630658e-07,4.751171688144809e-19,,,,,7.589737386558936e-08,4.863403631292217e-19,1.1850605788154327e-06,4.19033173824868e-17,,,5.687883171308218e-06,9.872122583531081e-15,5.659626390664517e-06,9.875226428591114e-15,,,2.2363587052272424e-05,1.9932722347414414e-14,,,2.1348066606573871e-07,5.28294032623098e-17,2.1699206667649408e-05,1.9283313804634044e-14,6.652794314994058e-06,6.2889894709033764e-15,6.652794314994058e-06,6.2889894709033764e-15,7.145255846763867e-06,7.270836996454661e-15,1.357316324749975e-05,1.2743624499604194e-14,2.745250497931217e-07,3.4464186157091175e-17,6.501492769113575e-06,6.824426152080817e-15,1.2057180897362336e-05,4.078558279777954e-14,4.179484171553037e-06,5.519928434853543e-14,6.43787221452553e-06,4.4870018140394035e-14
GNB,6.875945303833894e-05,5.428641011951112e-12,4.419225825026803e-05,6.363223059972523e-12,8.288702716770818e-05,5.477372522552576e-12,5.459933803605678e-05,6.9622127853980485e-12,1.6729178937775884e-05,5.628533791533208e-12,9.954037810156256e-05,6.126081453219878e-12,,,6.482021632367182e-05,5.390240775600551e-12,8.62137501956101e-05,5.401538924170565e-12,2.4343835564804883e-06,4.593333494836197e-16,,,6.797799946389381e-06,2.7120622476856277e-16,,,,,4.827392731868459e-05,6.5125670801506605e-12,,,6.448761707235518e-05,5.522565074325248e-12,4.89906986777314e-06,1.2681313781399753e-15,,,,,5.2312170059126676e-05,5.2021636889640316e-12,2.6647411518853378e-05,6.27392455965664e-12,,,1.5776970790601796e-06,8.605488716334675e-18,,,,,8.780782814390437e-05,5.7187540638888e-12,4.98682802084529e-06,1.2059316103325265e-15,4.98682802084529e-06,1.2059316103325265e-15,4.091576091008125e-06,1.2149496325976e-15,6.781405593498413e-06,1.1715067874488512e-15,,,8.728618654888752e-06,1.8147712117308814e-15,4.4150137131883074e-05,4.525325022016082e-12,7.554365425753415e-06,4.397446570154086e-12,2.00431749917121e-05,4.210466399560781e-12
GIN,8.708184845484892e-06,1.155634044625175e-13,7.336157752237027e-06,1.3647924629526845e-13,7.616713713150366e-06,1.132632601169042e-13,7.487076183400129e-06,1.2453043527772367e-13,6.9809059406285115e-06,1.1968740723188526e-13,2.9481353794740207e-06,9.148316168116613e-15,,,9.197083961289967e-06,1.1000643335841516e-13,9.265511548999803e-06,1.2318741093311542e-13,3.5083183227893014e-06,3.918038818000388e-14,2.1432290923176663e-05,2.317353152570261e-13,9.900800022066186e-06,1.1274625642348829e-13,1.6810640929668686e-05,2.481926421196889e-13,,,4.6386126521264185e-06,1.4251986864928807e-13,,,9.380895153423713e-06,8.928062250014832e-14,7.525575338843318e-06,1.054466988639261e-13,,,,,8.143263559938576e-06,1.145369883126689e-13,1.4133580104421571e-05,1.1227068710768148e-13,,,2.0699680518081115e-05,2.2663713368125347e-13,,,1.6502358859365637e-05,1.711683735069659e-13,1.4547704936728167e-05,1.1887768283586578e-13,4.878761828878748e-06,9.787739093938397e-14,4.878761828878748e-06,9.787739093938397e-14,8.77160093134111e-06,1.0373707573287662e-13,7.984607893461717e-06,8.894657639729913e-14,2.307084559111847e-05,1.6619584936741167e-13,2.356699667775036e-05,1.6600757650735277e-13,9.033901096559843e-06,1.0007481308966426e-13,4.955662949239273e-06,8.825570686460352e-14,5.973821095091597e-06,8.519737869934633e-14
GTM,0.0001606459161199838,4.332424631442525e-11,0.00014378084047039365,6.745328194918134e-11,0.0001879285432547794,5.908740926776861e-11,0.00024666248980363133,3.3468806750735183e-13,0.00016773563988526494,4.203092238644992e-11,,,0.00013975193804231667,1.337242748717357e-14,0.00014508635399372637,3.9050775201439506e-11,0.0002326276139343003,3.8538072468273386e-13,0.00012865793252286154,5.405502104819078e-11,0.00013988608764285533,5.082586838203168e-11,0.00016837288463285267,7.120860040910117e-11,0.0001427359532032109,4.818250035292254e-11,,,0.00018818417388260134,2.5454760739376104e-12,,,,,0.0002113334371519934,2.9957025933387336e-13,,,0.00017597966153285694,5.931093948637867e-14,0.0001639816065224678,4.118520780039496e-11,0.0001609097760916168,2.1050719447906366e-12,,,0.00015282900770747894,4.92081600321907e-11,0.00021007185284859653,2.5373111396581833e-13,0.00013964491804798593,4.925043675479662e-11,0.00015867567923833335,5.421251707969531e-11,0.00016820150615488226,6.799662596815637e-12,0.00016820150615488226,6.799662596815637e-12,0.00013830594183969879,1.3965628530398034e-11,0.00016628436108923753,1.4161972744078664e-11,0.0002009555492809884,1.2074323406235362e-11,0.0001583197139130119,1.559486925366406e-11,0.0001588510380926754,3.787450205701069e-11,0.00014640360146776627,3.872607361154789e-12,0.00015410316319225813,3.791602465911745e-11
GRD,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
