,nes,nes_err,ban,ban_err,veg,veg_err,grd,grd_err,frt,frt_err,mlt,mlt_err,brl,brl_err,rt3,rt3_err,rt2,rt2_err,olp,olp_err,tob,tob_err,rt1,rt1_err,cc2,cc2_err,olv,olv_err,srg,srg_err,rsd,rsd_err,oce,oce_err,cot,cot_err,sfl,sfl_err,whe,whe_err,pls,pls_err,mze,mze_err,sub,sub_err,suc,suc_err,fdd,fdd_err,soy,soy_err,rcw,rcw_err,bvmeat,bvmeat_err,bvmilk,bvmilk_err,sgmeat,sgmeat_err,chickens,chickens_err,ducks,ducks_err,pigs,pigs_err,crop,crop_err,past,past_err,gh_all,gh_all_err
BOL,5.65618096373793e-06,1.384217371380931e-10,1.6864095786815027e-05,7.803977459292982e-12,5.0499034801807275e-05,6.584538458549531e-11,1.7468217815518185e-05,6.118917279319172e-12,1.8705912378426575e-05,8.209811632456298e-11,,,5.008193114296732e-05,2.776162076830269e-11,1.5313289201897843e-05,5.876655683705415e-12,1.3743971235743303e-05,5.967655144450354e-12,1.4757345803870845e-08,1.0065184699435073e-16,2.5909245576749324e-05,6.809532712269006e-12,6.367977915924053e-05,3.951295847882853e-11,1.9731570954884017e-05,2.8371270896169028e-11,,,2.208212070693758e-05,1.3514878295018282e-12,1.8400059191381017e-06,1.0236704318345407e-15,2.086496597575426e-05,1.9825258911003484e-11,1.7351184250993708e-05,9.392809872180235e-13,2.1258802370066055e-05,1.0511258862253973e-12,3.42933659197578e-05,2.4892138006561394e-11,2.978346544550315e-05,2.0056619703400953e-11,4.3180350519370416e-05,1.8094815420681173e-11,,,1.554021200581634e-05,9.5711971223597e-12,2.1767904524587097e-05,9.508491229090144e-11,1.6475954393640063e-05,3.0584519319662296e-12,1.6512013496490963e-05,6.132075260656987e-12,3.429983271711153e-05,6.43104356698003e-11,3.429983271711153e-05,6.43104356698003e-11,4.293604723990895e-05,1.1533965523227422e-10,5.954652940687992e-05,1.3604009023666084e-10,5.353969469655678e-05,5.1177840068764305e-11,5.732293413964959e-05,1.0572852513547036e-10,2.7576744750014112e-05,1.1253168055783628e-10,2.3306235066924347e-05,6.9411167703207305e-12,2.379559508718228e-05,6.226484417159653e-11
BTN,4.9249287191285926e-05,2.5431869350623375e-12,1.681350504778212e-05,3.364954498701479e-15,6.383503675162057e-05,2.04226419900809e-12,2.939115979388828e-05,3.1111065761226962e-15,5.053802508415579e-05,2.0499442818251917e-12,1.96192733532963e-05,2.2291459648513107e-13,6.361940229394732e-05,2.4104790068160646e-12,3.211035539343791e-05,5.847073101185981e-14,1.852451352676651e-05,3.0759687861570716e-15,,,3.3993067767485076e-05,7.422281574614724e-13,8.188454238570531e-05,3.211980068679315e-12,2.204576166301306e-05,6.11903158682393e-15,,,,,1.378713407844354e-05,7.453821892676117e-15,6.402749753209544e-05,2.155001327103007e-12,2.2317796155894023e-05,5.866237199748922e-16,,,3.937368755671171e-05,2.9441774191050176e-12,2.9760609950887066e-05,1.3410747394914708e-12,2.4604522623694826e-05,1.1974817496003836e-12,,,3.06853347402812e-05,6.80131367079253e-14,1.819935143476768e-05,1.437906027790182e-14,2.5104579927626803e-05,8.774723721012731e-13,3.420365810388582e-05,8.337116267880044e-14,5.5502758740770325e-05,2.2278923180291178e-12,5.5502758740770325e-05,2.2278923180291178e-12,1.341609453018233e-05,3.6089096208055723e-12,4.8645569017211055e-05,3.810868972486353e-12,2.2428482756030334e-05,2.1103257829885876e-14,2.3773695212078814e-05,4.9559758159470244e-12,4.022539385002136e-05,4.047326278633287e-12,1.0582430176060837e-05,3.3313513393048963e-13,1.9988353820255974e-05,2.851104904129044e-12
BEN,1.0883597059234454e-05,2.2221168324175592e-14,1.5212825292273216e-05,2.6922570644575975e-14,1.2889786362512663e-05,4.167724170176492e-14,1.3530150664114515e-05,2.829744904639926e-14,1.2161796395640257e-05,2.164317472930847e-14,7.5510225064284575e-06,2.1285137949586135e-14,,,1.1340981835762867e-05,2.1897756142263384e-14,1.1346533070300025e-05,2.1180980548817718e-14,1.8021568507624283e-05,7.309004205235297e-14,1.50854454039065e-05,4.719379562822349e-15,9.913155151066256e-06,3.240694152015478e-14,1.1890592341532735e-05,4.258981574468952e-15,,,9.671992672530141e-06,2.6709748960529535e-14,,,2.0249399630405247e-06,9.038450235559205e-16,9.318767453643529e-06,2.522778272148896e-14,,,,,9.62246653741672e-06,3.9950601651068654e-14,1.4992454907674525e-05,2.4768524315377892e-14,,,4.595526119066388e-06,3.166647599740547e-16,,,1.2523493810448448e-05,2.5341087431440836e-14,1.4228480891263398e-05,7.882828862301716e-14,1.1167441464585447e-05,2.030491897878577e-14,1.1167441464585447e-05,2.030491897878577e-14,1.283764605345359e-05,2.1287464104815935e-14,2.0058458280010254e-05,3.157591647827508e-14,8.007345614170907e-06,2.683955350923582e-15,2.088610895254888e-05,3.783686693897928e-14,1.2394226826772466e-05,2.1174699411741623e-14,1.3227466409674516e-05,2.0522067796293607e-14,1.2551833938232305e-05,2.2160605669006884e-14
BLZ,9.979811974324433e-05,3.889367567842928e-12,4.525767493791518e-05,4.945669335429338e-12,7.558775849671211e-05,3.811883347278621e-12,1.3250965443621648e-05,1.2022356883367212e-16,7.927393499575466e-05,2.7660280318500795e-12,,,,,9.28142753547357e-05,2.8081938003799596e-12,,,0.00017832417443782903,2.892941502407644e-13,0.00018935168015588377,3.0353583537990626e-13,9.371175079736614e-05,3.83525330175315e-12,0.00018764811079018595,3.0144063453437513e-13,,,8.125136051554481e-05,1.0958996492210045e-12,,,,,,,,,,,8.655695050927692e-05,2.5345247309480364e-12,7.070795521561184e-05,3.698973865015223e-12,,,9.967329100923745e-05,2.5306430799714693e-12,4.599867966543633e-05,7.096600492578839e-15,9.985673660981896e-05,3.0829752017205622e-12,7.71980538829402e-05,8.118108819503703e-12,0.0001497084363552582,2.1811127149678426e-12,0.0001497084363552582,2.1811127149678426e-12,0.0001269926040530154,1.9491053429130878e-12,0.00020398109753196625,2.2685244431203674e-12,0.0001230800585737351,2.6901515238718903e-12,0.0001421569528965564,2.128537743536881e-12,8.532889963372578e-05,3.054074749239536e-12,6.985288575071063e-05,9.600034139971542e-13,8.109809643071151e-05,2.743302200401862e-12
BEL,2.1683766007878542e-06,6.4127989362585556e-15,,,2.040166315107302e-06,6.5886752781304096e-15,,,2.069992065096284e-06,7.424999981173281e-15,,,2.5263242050808424e-06,6.837970993369008e-15,,,,,,,2.8365850185550507e-06,2.7607627354729356e-17,2.057009393291526e-06,6.656335474553961e-15,,,,,2.5616959292570198e-06,1.6897842240951968e-16,2.903416204688994e-06,1.1107882717083332e-14,2.378321881882793e-06,6.392226247890244e-15,,,3.917071689218039e-06,2.4338432252039418e-15,2.2896566493203466e-06,6.766525977327651e-15,2.508474614203242e-06,3.659741770920569e-15,1.7812861351954484e-06,8.74472519591922e-15,1.9820750381959356e-06,7.921386678507974e-15,,,2.1534606986152574e-06,6.3608205478766805e-15,7.2129629862428964e-06,1.7048229134558914e-15,,,2.692491455655522e-06,6.473491219117065e-15,2.692491455655522e-06,6.473491219117065e-15,2.6883795804317014e-06,7.920001781244632e-15,1.737222466525322e-06,1.0972541189488475e-14,2.0186624519943617e-06,1.078778556676634e-14,1.644380759811316e-06,1.2906913524380307e-14,2.175502322188351e-06,6.172373598723417e-15,1.9485478248025903e-06,5.211563619849572e-16,2.091083650959107e-06,6.084320440049536e-15
BLR,1.6263472215486648e-06,2.1839311153020167e-14,,,1.6210005004175804e-06,2.1515665455483677e-14,,,1.6630170535709186e-06,2.2530874143496478e-14,1.159310318111291e-06,1.798562757700193e-17,1.6780958100865048e-06,2.1636335563072648e-14,,,,,,,3.879417116620443e-06,1.0762269303421034e-15,1.6419022392055976e-06,2.1463796447860405e-14,,,,,,,1.668744583308925e-06,2.1981341324595897e-14,1.6597350205397732e-06,2.1682519965183204e-14,,,1.6103246591404142e-06,2.810768314025488e-14,1.6732485592905458e-06,2.2257374842383436e-14,1.6428389307535653e-06,2.1523986208888438e-14,1.681204723294436e-06,2.3240751590810513e-14,1.8772847313903494e-06,2.6081119980480102e-14,,,1.6649001312171696e-06,2.172104874896893e-14,1.8571704093509017e-06,9.747045363161718e-16,5.05715047065018e-07,3.155476183543258e-19,2.3204419021962516e-06,1.9033481226435565e-14,2.3204419021962516e-06,1.9033481226435565e-14,2.5582944022972628e-06,2.4806326980897117e-14,2.0987559256652603e-06,4.4312733606584113e-14,1.8671780721754626e-06,4.1289904574288674e-14,2.208697186077538e-06,2.5009867908236942e-14,1.6602848546290983e-06,2.1326227157102347e-14,1.5455335456134802e-06,2.722544796211588e-15,1.6203854817297692e-06,2.089627736368188e-14
BRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGD,1.9484993231077278e-05,9.671024184607466e-14,2.3916607427634344e-05,1.0994087598792069e-13,1.7142263474390417e-05,9.364155731856305e-14,1.921587559120583e-05,1.1095780116985552e-13,2.6523121113311857e-05,1.0875939637180953e-13,1.4797594970573225e-05,2.599221972940739e-14,3.0324004604724794e-05,9.034637273859416e-14,6.583351803289013e-07,2.2540877587596177e-16,1.911209597623386e-05,1.0763470062622568e-13,,,1.9975714445034855e-05,1.0070269007662779e-13,2.059977037036589e-05,9.372865157171739e-14,1.9939471086809156e-05,1.0371995150444666e-13,,,1.626192102191656e-05,1.230120424261905e-13,2.3384690381912376e-05,1.3927028035019017e-13,,,1.8866340481698156e-05,1.1558400583133015e-13,1.6598961420361875e-06,1.286057149276443e-15,1.1602309775870217e-05,1.1117111229557194e-13,2.0685200665419356e-05,9.57298840905932e-14,1.852442451371764e-05,2.389418805700556e-13,,,1.670360471683405e-05,9.933685940408972e-14,1.6701071957756253e-05,1.0167272684515095e-13,4.3450357455168274e-05,7.514841479724974e-14,1.6717970559188715e-05,9.71439386973378e-14,1.646243884923334e-05,9.532612793802388e-14,1.646243884923334e-05,9.532612793802388e-14,1.602557594623118e-05,1.2310264290883866e-13,1.5011514754063526e-05,9.538860685153018e-14,1.3875536101395552e-05,1.0893569890813287e-13,3.719710233681012e-05,1.9845888250588575e-13,1.840843225180897e-05,8.955727511821075e-14,1.9094114058618958e-05,7.451451088020792e-14,1.8457454618979817e-05,8.831093212521462e-14
BHR,,,,,9.11314353437852e-06,4.377503899417597e-16,,,1.0317537552051914e-05,4.990545519481881e-16,,,,,,,,,,,,,8.2191345348317e-06,4.218879070018943e-16,,,,,,,,,,,,,,,,,9.128304363097227e-06,4.3837454800683266e-16,,,,,,,9.206198335351528e-06,4.387160252412677e-16,,,,,1.1535607832022903e-05,2.340853756561619e-16,1.1535607832022903e-05,2.340853756561619e-16,9.283599686684224e-06,2.2115917026995304e-16,7.43701270418262e-06,2.1594777143713442e-16,,,,,5.757215742927504e-06,3.6973548260777974e-16,4.854802134365752e-07,3.3501567640774185e-17,3.236716034995948e-06,2.745492565220618e-16
BHS,3.732103136477724e-07,4.573674770121551e-17,2.7502808780286663e-07,4.31384508791273e-17,4.1334168565113704e-07,4.4944557998099744e-17,,,2.797192124397615e-07,4.462188694387613e-17,,,,,,,2.50703967806319e-07,4.657287787866304e-17,,,,,3.4769101727013627e-07,4.455653802499733e-17,,,,,,,,,,,,,,,,,3.5165106172068574e-07,4.35588301266127e-17,2.8842282355274586e-07,4.291541850722396e-17,,,2.75965761668045e-07,4.3252953836430126e-17,,,,,,,3.1637463434649714e-07,8.44090017294801e-18,3.1637463434649714e-07,8.44090017294801e-18,2.971408805574767e-07,8.506132383327562e-18,3.838341373886502e-07,8.465936066780431e-18,,,3.3987071407938465e-07,8.539208273679855e-18,6.095849952498684e-07,3.2289903832892017e-15,7.425916494542902e-07,1.2064745352308684e-14,6.287638045642272e-07,8.283672055397126e-15
AZE,1.0814554410017984e-05,6.419351600694425e-12,,,5.4697334562776e-06,7.456133423839311e-15,,,1.673408918250045e-05,1.3367435339878372e-12,,,6.035862773842493e-06,1.111473434711109e-12,,,,,,,5.972685799003533e-06,9.716854361151601e-15,5.1473377743070315e-06,1.1556202901093443e-12,3.062862122561503e-06,5.630788724814639e-17,1.518363695269772e-05,2.169307569686483e-11,,,3.51978097123519e-05,4.967116081817832e-12,5.101762242878127e-06,2.617741560623147e-15,1.6649982128494047e-05,2.5383612328422767e-13,7.842222022794308e-06,4.87413863227197e-13,6.162092803323486e-06,1.103636037195369e-12,1.4249556910457068e-05,2.547791677706561e-12,5.866420660804786e-06,7.647086602677517e-15,3.6891406747754006e-06,1.2775932338995416e-12,,,1.3446917008507495e-05,1.3023070096616663e-12,7.5319153498363946e-06,7.446087354787842e-12,9.338089879372057e-06,1.822169276667096e-14,2.3593338180722666e-05,6.058627104423844e-12,2.3593338180722666e-05,6.058627104423844e-12,1.668732897190399e-05,5.706703959484357e-12,7.098911757105801e-05,8.143660652108692e-12,0.00025441584558386456,5.7814736375560904e-12,1.1868478972007785e-05,1.8553480706145577e-11,9.068270103816783e-06,1.081995827565078e-12,7.065122850668221e-06,4.589477494836325e-12,7.956997092204304e-06,5.327049992481277e-12
AUT,2.716945639776785e-06,1.7057969420442575e-14,,,2.4433431876640247e-06,7.729048229869584e-14,,,2.5733655446147373e-06,6.374717461851933e-14,2.1381855725649327e-06,1.213097244799455e-16,2.6259441550402856e-06,1.6253633192694967e-14,,,,,,,4.0710410751095016e-06,3.027707999450391e-17,2.5488960422652442e-06,6.291389400232645e-14,,,,,,,2.759013899234543e-06,1.9186173983477967e-14,2.5117786313679324e-06,6.392816601270189e-14,,,2.4390796837515115e-06,6.259910349855046e-14,2.637540173862964e-06,1.7541682617439553e-14,2.401435145229124e-06,7.231055207929265e-14,2.2275994488184695e-06,5.3225945768001475e-14,2.454378552501132e-06,7.77239725059712e-14,,,2.695598562125586e-06,6.522395984825365e-14,2.2117440518801534e-06,1.1376546631591446e-15,,,6.577442468940614e-06,2.0723522892150463e-13,6.577442468940614e-06,2.0723522892150463e-13,1.1335856769973531e-05,1.723190728186426e-13,3.79474648986921e-06,3.824311995444692e-13,1.0205642120420608e-05,2.4655003029820073e-13,4.451995528620317e-06,3.338748605617363e-13,2.566031195285765e-06,6.825382344203491e-14,2.792893574071287e-06,1.3774837102880896e-13,2.671476180317333e-06,1.8475671573684213e-13
AUS,5.9286013658390006e-05,9.373957974310392e-10,0.0006151161087282245,2.9382118843855137e-10,4.991580101457253e-05,2.102208131712877e-09,,,5.788138478349508e-05,1.8066374932593663e-09,,,6.742303049802917e-05,1.0066595698966738e-09,,,,,,,,,4.907953482126272e-05,1.9179223094491313e-09,,,2.5030228090628097e-05,3.144863517749969e-09,4.838632535670941e-05,1.2121541298099724e-09,5.947408860224295e-05,1.1769950437344413e-09,5.496030715273773e-05,9.51035609087832e-10,6.224718674447401e-05,8.589022323328298e-11,,,5.765970389912068e-05,8.793507260634017e-10,8.441613544329159e-05,9.737033371545304e-10,0.0001850146652864064,1.7876375786322763e-09,,,0.00017984653819168262,1.159404246353264e-09,5.130744138687672e-05,7.681565450753006e-10,,,2.207788430430487e-05,4.745891140127546e-13,0.00010554146008395825,1.4816121427823757e-09,0.00010554146008395825,1.4816121427823757e-09,5.78954420888999e-05,2.0105709613598015e-09,0.00020751863133236875,8.80910542837099e-09,0.00011262756237842167,1.1670592470918148e-08,6.312886978415674e-05,4.155812067505068e-09,5.601971491653863e-05,3.7255413534307365e-09,6.811627788257983e-06,1.0552704152456682e-11,1.3631646361541501e-05,1.886362875557962e-09
HMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,5.991301111756008e-06,5.460884537189058e-16,,,1.148915690245751e-05,6.3246646261522375e-15,,,1.0786313739232312e-05,7.185969403260592e-13,,,9.549361055604312e-06,6.239254586141812e-13,,,,,,,1.132598411026534e-05,4.340479107443387e-15,1.0245061472546567e-05,4.524470513638987e-15,,,8.473959653168372e-07,4.916628075442792e-19,,,5.736041503360934e-06,3.332226009978521e-16,9.681470699205408e-06,4.1882520785348145e-15,6.929114153354401e-06,3.7243371351555605e-16,4.518642074258948e-06,9.446999449811582e-16,9.950779633347218e-06,8.384086530684152e-13,8.72474262451531e-06,5.594831735390459e-15,8.797212083665634e-06,1.944606054923121e-12,7.880335633645441e-06,1.7975676369680982e-14,,,9.312758799410986e-06,5.223411648023296e-13,2.189566119517898e-06,1.7083907252082598e-16,4.842561174448626e-07,3.505563020280927e-19,8.618556756129108e-06,3.813194868675462e-15,8.618556756129108e-06,3.813194868675462e-15,7.446534027881925e-06,5.387708297540434e-15,1.0720128662760338e-05,1.1043523002127854e-14,1.0407253875233985e-05,4.275452661040174e-15,1.1429165907342847e-05,5.265551572485391e-15,9.74681003613168e-06,5.396940287001228e-13,6.502465298744398e-06,2.8230878382481256e-15,7.552412078403153e-06,4.610177567166126e-13
ARG,1.3961773914657353e-05,4.495733067014087e-11,7.5374843139250095e-06,6.833513305833121e-13,3.3116885170661744e-05,1.2344883175439353e-10,1.478616860087481e-05,1.3407499899106563e-10,2.6132452213856056e-05,1.0080977783444206e-10,,,1.4099373554498174e-05,7.67688870601069e-12,3.746794500949035e-06,1.4306997896245612e-15,2.008826194614059e-05,3.827399081930217e-13,,,3.061091652166394e-05,2.1597952825791367e-10,2.624580029180746e-05,2.7658558462717686e-08,0.0001255151277262325,1.872137103739997e-10,3.841373396557045e-05,1.5441560795705944e-11,1.140342881995e-05,1.619646614212994e-11,3.0672375493582456e-05,4.067798411369157e-13,1.2153303037752371e-05,4.309456894271053e-11,8.482374239101486e-06,1.4573153917226995e-11,1.4290992461993886e-05,1.0224232135126945e-11,1.3367181125785093e-05,7.058401950895158e-12,3.683375636642644e-05,1.2161111364274115e-10,1.6206384550762128e-05,5.590176593669413e-11,3.820160695386106e-06,8.327434779120518e-15,1.874982098475019e-05,3.0557663797393867e-10,1.7010031619041053e-05,1.5391732722261898e-08,1.1804940552581586e-05,4.643571208287456e-11,8.060331977682348e-06,2.1320398947062843e-11,1.596441545777536e-05,0.0009808049100406022,1.596441545777536e-05,0.0009808049100406022,0.00027111582403766503,0.0010232206978186785,8.9580406413998e-06,5.424552126857639e-10,0.007706228887404397,0.0007338252236486184,3.221991716348139e-05,0.0015461552869265947,1.5200691666401484e-05,0.001112362841418028,5.059797462785683e-06,4.272014937291354e-12,7.632928887104513e-06,0.0006803957637935699
ATG,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,9.183334015187662e-06,2.7528976043972306e-13,7.0379435519038215e-06,9.945882667097765e-13,1.0824362590188475e-05,3.738540274326992e-13,3.898887864563484e-06,2.1059815124691474e-13,6.226295757808246e-06,7.350220250926045e-13,8.302914143567661e-06,4.206801452428946e-13,,,3.992047481980769e-06,7.924700079209428e-15,6.7646238588425245e-06,2.5693877941563633e-13,3.87822978734261e-06,3.145252662614856e-14,7.4259191649219945e-06,9.156462980202434e-15,1.7353305328277108e-05,3.5005079689736913e-13,8.257972171533557e-06,4.414623822959243e-13,,,6.0722310157342594e-06,3.1833983286607205e-13,,,8.543406650112132e-06,2.0396455279994687e-14,5.099220219390129e-06,7.229457064679251e-13,8.569242666306075e-06,4.2135516557114367e-13,2.991055988945105e-06,1.9219107857027283e-15,1.0622779863339045e-05,2.7923145159271945e-13,8.594888556332056e-06,2.703543561881584e-13,,,5.1205746492676095e-06,6.0982792384861936e-15,,,2.628048251744476e-06,3.3560941912611284e-15,5.2470504162428425e-06,5.658576544439221e-15,1.1549155553084376e-05,3.6137434695170024e-13,1.1549155553084376e-05,3.6137434695170024e-13,1.339323004900223e-05,2.833118896086736e-13,8.595315490292846e-06,1.2003139793908617e-12,3.936289730156576e-06,2.915600530607706e-15,1.3573251674311588e-05,3.723221092794066e-13,7.857588834078394e-06,2.5164188064682655e-13,4.806218374829535e-06,1.7465913127648072e-13,5.059207429078898e-06,1.7837652374199933e-13
AND,7.117963771117129e-07,3.8726044795686264e-18,,,,,,,2.3681139343141816e-06,3.839721800415585e-18,,,2.3681139343141816e-06,3.839721800415585e-18,,,,,,,,,2.3681139343141816e-06,3.839721800415585e-18,,,,,,,,,,,,,,,2.3681139343141816e-06,3.839721800415585e-18,,,,,2.3681139343141816e-06,3.839721800415585e-18,,,6.441978953141681e-07,4.19996604280044e-18,,,,,1.1299902348338128e-06,3.3624107955190993e-18,1.1299902348338128e-06,3.3624107955190993e-18,9.827451759303183e-07,3.480621304732451e-18,1.7944229910513425e-06,6.775587646105165e-18,1.410784615595044e-06,3.77499384913939e-18,1.6817586652467231e-06,5.616144543528833e-18,8.00663798531305e-07,4.7243985443247346e-18,4.3058054838260437e-07,3.3675572488259875e-18,4.6869027746111547e-07,3.3169544987798144e-18
