ISO3,item_name,band_name,deltaE_mean,deltaE_mean_sem,unit,pixel_count,sp_count
BOL,VEGE,all,1.6291001880847635e-08,7.043545920520652e-09,deltaE per km2 per sp.,6582,30995
BIH,VEGE,all,-2.858335787776383e-10,8.184260362783568e-11,deltaE per km2 per sp.,804,30995
BWA,VEGE,all,-7.642093935552555e-09,5.704895791122809e-10,deltaE per km2 per sp.,1122,30995
NOR,VEGE,all,7.655271508212599e-11,4.6048743705376254e-11,deltaE per km2 per sp.,760,30995
COL,VEGE,all,-2.053247236196822e-08,2.1118305652694008e-08,deltaE per km2 per sp.,7009,30995
COM,VEGE,all,-9.64034020019729e-08,5.132129271388748e-08,deltaE per km2 per sp.,12,30995
BRA,VEGE,all,-8.846422072529404e-08,9.108055818307202e-09,deltaE per km2 per sp.,60320,30995
FRA,VEGE,all,2.3887836128060306e-09,3.721967633841088e-10,deltaE per km2 per sp.,8965,30995
COD,VEGE,all,1.1858572109818663e-08,2.583103907640905e-09,deltaE per km2 per sp.,12594,30995
COG,VEGE,all,-2.0635414285668756e-08,3.7780868698432725e-09,deltaE per km2 per sp.,1798,30995
NZL,VEGE,all,-1.1636111604351316e-08,2.865751189207891e-09,deltaE per km2 per sp.,3480,30995
BRN,VEGE,all,-5.722332220564096e-09,3.135772247751735e-09,deltaE per km2 per sp.,34,30995
BGR,VEGE,all,-2.9126709578050276e-10,4.695604859779036e-11,deltaE per km2 per sp.,1584,30995
BFA,VEGE,all,4.585906319320195e-09,5.87364828909311e-10,deltaE per km2 per sp.,3110,30995
BDI,VEGE,all,-7.685917319289875e-09,1.748297594676845e-09,deltaE per km2 per sp.,299,30995
CPV,VEGE,all,-1.0892211150694705e-08,6.153802578147909e-09,deltaE per km2 per sp.,42,30995
KHM,VEGE,all,3.448813894093175e-10,1.0894113496545171e-09,deltaE per km2 per sp.,1821,30995
CMR,VEGE,all,-1.844249006467022e-08,2.158330945594955e-09,deltaE per km2 per sp.,3846,30995
CAN,VEGE,all,-1.2319908811466418e-10,1.5693960918263878e-11,deltaE per km2 per sp.,17287,30995
CRI,VEGE,all,5.4071639727401326e-08,1.1457232299320373e-07,deltaE per km2 per sp.,502,30995
CIV,VEGE,all,-5.920364818424244e-09,1.3676899839956335e-09,deltaE per km2 per sp.,3481,30995
HRV,VEGE,all,-3.887376053359587e-10,1.924988999003637e-10,deltaE per km2 per sp.,834,30995
CUB,VEGE,all,-2.5762068230290382e-08,7.924353624810654e-09,deltaE per km2 per sp.,1232,30995
CAF,VEGE,all,-2.1688884344925604e-09,5.423213719260562e-10,deltaE per km2 per sp.,3839,30995
TCD,VEGE,all,-1.113473587691066e-08,2.672986311244908e-10,deltaE per km2 per sp.,5359,30995
CHL,VEGE,all,-1.1225856743864752e-08,4.43861380693367e-09,deltaE per km2 per sp.,3691,30995
CHN,VEGE,all,-2.0201698402040578e-09,2.1134705388781571e-10,deltaE per km2 per sp.,75459,30995
CYP,VEGE,all,-7.592020342567858e-09,2.6078770874755064e-09,deltaE per km2 per sp.,115,30995
CZE,VEGE,all,-2.785806717373211e-10,3.3970672608510855e-11,deltaE per km2 per sp.,1400,30995
DNK,VEGE,all,-6.346159125341711e-11,4.5012570884517025e-12,deltaE per km2 per sp.,875,30995
DJI,VEGE,all,-2.995955624440606e-08,1.4627856298781494e-08,deltaE per km2 per sp.,41,30995
DMA,VEGE,all,-1.0524486778448963e-07,4.537599906510931e-08,deltaE per km2 per sp.,11,30995
DOM,VEGE,all,-4.947723673761283e-08,8.870839913285695e-08,deltaE per km2 per sp.,557,30995
ECU,VEGE,all,3.238796316291072e-09,3.189028033885389e-08,deltaE per km2 per sp.,1643,30995
EGY,VEGE,all,-1.103777506510539e-09,1.3060445611508663e-10,deltaE per km2 per sp.,1319,30995
SLV,VEGE,all,-1.904702569762899e-08,4.29937716118872e-09,deltaE per km2 per sp.,255,30995
GNQ,VEGE,all,0.0,,deltaE per km2 per sp.,193,30995
ERI,VEGE,all,1.190206450585064e-08,2.9521569599971623e-09,deltaE per km2 per sp.,705,30995
EST,VEGE,all,-2.894490465389901e-10,4.013785245531051e-11,deltaE per km2 per sp.,849,30995
ETH,VEGE,all,-2.4331660876942576e-09,3.2778208383654763e-10,deltaE per km2 per sp.,6981,30995
FJI,VEGE,all,-2.398483120918778e-07,5.199784117304482e-08,deltaE per km2 per sp.,108,30995
FIN,VEGE,all,-4.2047090348916453e-11,3.811031353374933e-12,deltaE per km2 per sp.,2239,30995
GAB,VEGE,all,-2.8704327386875537e-09,1.1646938236311954e-09,deltaE per km2 per sp.,1073,30995
GMB,VEGE,all,-1.1514926346281686e-09,3.0872377869033324e-10,deltaE per km2 per sp.,128,30995
MAR,VEGE,all,1.8561327497455774e-09,9.07991649000988e-10,deltaE per km2 per sp.,3727,30995
MOZ,VEGE,all,4.154402169813565e-08,6.882812839767888e-09,deltaE per km2 per sp.,7146,30995
NAM,VEGE,all,-1.8674427849902145e-08,8.616865848249099e-10,deltaE per km2 per sp.,1960,30995
GEO,VEGE,all,2.6393727344977495e-08,5.548676151150521e-09,deltaE per km2 per sp.,983,30995
DEU,VEGE,all,-3.494535036387127e-11,1.456622961790902e-11,deltaE per km2 per sp.,6369,30995
GHA,VEGE,all,-1.4887599686789314e-09,1.8385791606819348e-09,deltaE per km2 per sp.,2656,30995
GRC,VEGE,all,-1.6916898017707159e-09,2.1284015274257079e-10,deltaE per km2 per sp.,1927,30995
GRL,VEGE,all,,,deltaE per km2 per sp.,,30995
GRD,VEGE,all,-2.981985012582614e-08,3.0658012063022507e-08,deltaE per km2 per sp.,5,30995
NRU,VEGE,all,,,deltaE per km2 per sp.,,30995
GTM,VEGE,all,-3.315959331245334e-08,1.599462239992166e-08,deltaE per km2 per sp.,1143,30995
NPL,VEGE,all,-5.27547983648486e-09,8.378619602824534e-10,deltaE per km2 per sp.,1668,30995
GIN,VEGE,all,-3.750761483377999e-09,1.28439791106795e-09,deltaE per km2 per sp.,2642,30995
GNB,VEGE,all,-1.2246794801479924e-09,4.966747698609492e-10,deltaE per km2 per sp.,387,30995
GUY,VEGE,all,-2.9613495570498802e-09,1.5134225708821732e-09,deltaE per km2 per sp.,425,30995
HTI,VEGE,all,-1.1583349726787488e-07,2.9476680687909765e-08,deltaE per km2 per sp.,332,30995
JOR,VEGE,all,-1.2166920553903026e-08,1.2817928989731239e-08,deltaE per km2 per sp.,269,30995
HND,VEGE,all,-7.505120935800633e-08,3.918981645031594e-08,deltaE per km2 per sp.,1157,30995
HUN,VEGE,all,-7.299677643628166e-11,2.2993304409071603e-11,deltaE per km2 per sp.,1573,30995
ISL,VEGE,all,-1.1047769801247137e-11,1.556861869004839e-12,deltaE per km2 per sp.,561,30995
IDN,VEGE,all,-2.2227804163071295e-08,2.2776479443686942e-09,deltaE per km2 per sp.,14209,30995
IRN,VEGE,all,-8.738317548747106e-10,3.8839270681791933e-10,deltaE per km2 per sp.,13498,30995
IRQ,VEGE,all,-1.9705546708936233e-10,5.196180756124563e-11,deltaE per km2 per sp.,3067,30995
IRL,VEGE,all,3.8305207431569904e-11,1.9894011753207996e-11,deltaE per km2 per sp.,1320,30995
KAZ,VEGE,all,-1.8336699168255034e-07,1.2179959822787818e-08,deltaE per km2 per sp.,20471,30995
KEN,VEGE,all,1.093350246085817e-09,5.866530355034024e-09,deltaE per km2 per sp.,2861,30995
KIR,VEGE,all,,,deltaE per km2 per sp.,,30995
PRK,VEGE,all,-5.394267956893658e-10,4.680960270632387e-11,deltaE per km2 per sp.,1588,30995
KOR,VEGE,all,-1.4612489322701948e-09,2.3940527208359096e-10,deltaE per km2 per sp.,1155,30995
XKX,VEGE,all,-4.1904701609722753e-10,1.7462801367690447e-10,deltaE per km2 per sp.,164,30995
SRB,VEGE,all,-2.835472683896629e-10,4.097310789576789e-11,deltaE per km2 per sp.,1201,30995
SYC,VEGE,all,,,deltaE per km2 per sp.,,30995
SLE,VEGE,all,-5.467458562204871e-09,6.786172564656564e-10,deltaE per km2 per sp.,857,30995
SGP,VEGE,all,-2.683289797763185e-07,7.183625663577464e-08,deltaE per km2 per sp.,6,30995
ITA,VEGE,all,-7.505218938483243e-10,4.5061064934873813e-11,deltaE per km2 per sp.,4459,30995
JAM,VEGE,all,-1.1140485627817124e-07,5.988446803893039e-08,deltaE per km2 per sp.,122,30995
JPN,VEGE,all,-4.5980501353627805e-09,1.480021304157282e-09,deltaE per km2 per sp.,4074,30995
KGZ,VEGE,all,2.0987845729640646e-10,5.68456248958967e-10,deltaE per km2 per sp.,1685,30995
LAO,VEGE,all,-4.310161588524643e-09,4.034000855871717e-09,deltaE per km2 per sp.,1586,30995
LVA,VEGE,all,-7.509782988318863e-12,2.316038856331084e-11,deltaE per km2 per sp.,1215,30995
LBN,VEGE,all,-4.80971281736377e-09,1.158329931098357e-09,deltaE per km2 per sp.,144,30995
LSO,VEGE,all,-3.086437323215788e-09,5.306918009861939e-10,deltaE per km2 per sp.,355,30995
LBR,VEGE,all,-3.4262891871988584e-09,1.3026749037132228e-09,deltaE per km2 per sp.,839,30995
LBY,VEGE,all,7.889554941694079e-09,1.9720021550730413e-09,deltaE per km2 per sp.,1539,30995
LIE,VEGE,all,-1.5377500661717391e-09,4.097114605059844e-10,deltaE per km2 per sp.,3,30995
LTU,VEGE,all,-1.2678461275011708e-10,8.72976649465851e-12,deltaE per km2 per sp.,1267,30995
LUX,VEGE,all,-6.019598255443973e-11,4.3964137222827536e-10,deltaE per km2 per sp.,46,30995
MCO,VEGE,all,,,deltaE per km2 per sp.,,30995
MNG,VEGE,all,-9.348505443452658e-10,3.7939810149324654e-11,deltaE per km2 per sp.,3878,30995
MNE,VEGE,all,-8.496841347645892e-10,2.8425398075123227e-10,deltaE per km2 per sp.,187,30995
MKD,VEGE,all,-2.614705339056881e-10,3.665391146730931e-10,deltaE per km2 per sp.,377,30995
MDG,VEGE,all,5.202133849368387e-07,6.815354335261071e-08,deltaE per km2 per sp.,6594,30995
MWI,VEGE,all,-1.3626967751101392e-09,1.3566238704459083e-09,deltaE per km2 per sp.,1133,30995
MYS,VEGE,all,-1.8410676979024193e-08,2.074250442719518e-08,deltaE per km2 per sp.,2780,30995
MDV,VEGE,all,,,deltaE per km2 per sp.,,30995
MLI,VEGE,all,6.436772482764566e-08,2.2519103589702105e-09,deltaE per km2 per sp.,5414,30995
MLT,VEGE,all,-7.33199450620964e-11,3.800989706610177e-11,deltaE per km2 per sp.,6,30995
MHL,VEGE,all,,,deltaE per km2 per sp.,,30995
MRT,VEGE,all,-4.596133925214649e-09,1.935512815328439e-10,deltaE per km2 per sp.,1942,30995
MUS,VEGE,all,-8.229653083622604e-08,2.1549998924438494e-08,deltaE per km2 per sp.,22,30995
MEX,VEGE,all,1.0980979322981946e-09,3.467625186975265e-09,deltaE per km2 per sp.,16189,30995
FSM,VEGE,all,,,deltaE per km2 per sp.,,30995
MDA,VEGE,all,-2.356978832218945e-10,3.7489940366774516e-11,deltaE per km2 per sp.,576,30995
NIC,VEGE,all,-2.0045190688375844e-10,1.5007864072373943e-08,deltaE per km2 per sp.,1253,30995
OMN,VEGE,all,-6.942000897262149e-10,5.777110302552816e-10,deltaE per km2 per sp.,433,30995
PAK,VEGE,all,-1.3794731256207306e-09,8.72997226784227e-10,deltaE per km2 per sp.,7937,30995
PLW,VEGE,all,,,deltaE per km2 per sp.,,30995
PAN,VEGE,all,-6.052714038594232e-07,4.2705259432684105e-07,deltaE per km2 per sp.,599,30995
PNG,VEGE,all,-1.0555596721305794e-08,4.854665265624076e-09,deltaE per km2 per sp.,1590,30995
PRY,VEGE,all,-5.47360683205343e-09,5.229777688697342e-10,deltaE per km2 per sp.,3911,30995
PER,VEGE,all,4.727966275729884e-09,5.22837599166427e-09,deltaE per km2 per sp.,5184,30995
PHL,VEGE,all,-2.7607181019263748e-08,5.750420888790075e-09,deltaE per km2 per sp.,3374,30995
POL,VEGE,all,-1.6354397381462786e-10,5.7330694628263615e-12,deltaE per km2 per sp.,5674,30995
PRT,VEGE,all,-5.164909825644225e-10,1.9628796776663487e-10,deltaE per km2 per sp.,1386,30995
ROU,VEGE,all,-1.0600576450417841e-10,1.6803552012158855e-11,deltaE per km2 per sp.,3639,30995
RUS,VEGE,all,-5.510807002029493e-10,1.378117293747437e-10,deltaE per km2 per sp.,61772,30995
RWA,VEGE,all,-1.4202991762073073e-08,2.0161140956645386e-08,deltaE per km2 per sp.,291,30995
WSM,VEGE,all,,,deltaE per km2 per sp.,,30995
SMR,VEGE,all,-9.217584473475426e-10,0.0,deltaE per km2 per sp.,1,30995
TON,VEGE,all,-1.1028798319046018e-08,0.0,deltaE per km2 per sp.,1,30995
TTO,VEGE,all,-1.9524737594497006e-08,1.2810205471835595e-08,deltaE per km2 per sp.,44,30995
TUN,VEGE,all,-2.2493585373650954e-09,7.562350261197405e-10,deltaE per km2 per sp.,1280,30995
TKM,VEGE,all,-1.5116539279151392e-08,3.931967796202051e-09,deltaE per km2 per sp.,1772,30995
STP,VEGE,all,-2.269482137130642e-07,7.520558726547375e-08,deltaE per km2 per sp.,12,30995
SAU,VEGE,all,3.125316800370424e-08,3.835905228713542e-09,deltaE per km2 per sp.,3790,30995
SEN,VEGE,all,-1.6789225165663245e-10,4.114933119512965e-10,deltaE per km2 per sp.,1945,30995
SVK,VEGE,all,-1.0638511993506539e-10,4.4215885977714824e-11,deltaE per km2 per sp.,768,30995
SVN,VEGE,all,-2.211318496234296e-09,3.912259515464539e-10,deltaE per km2 per sp.,320,30995
SLB,VEGE,all,-2.9000089153946068e-08,5.4150308426207994e-09,deltaE per km2 per sp.,165,30995
SOM,VEGE,all,-2.0109533228191492e-06,1.341997767359988e-07,deltaE per km2 per sp.,2379,30995
ZAF,VEGE,all,1.0483028539204399e-07,9.230638631114975e-09,deltaE per km2 per sp.,10787,30995
SSD,VEGE,all,5.348041732561256e-09,1.4480683353084576e-09,deltaE per km2 per sp.,5197,30995
ESP,VEGE,all,-7.8629481846413e-10,1.9133435231936056e-10,deltaE per km2 per sp.,7523,30995
LKA,VEGE,all,-9.816100302113462e-08,1.184627556317826e-08,deltaE per km2 per sp.,758,30995
KNA,VEGE,all,-3.072808151008527e-08,2.5312950677547525e-08,deltaE per km2 per sp.,3,30995
LCA,VEGE,all,-4.331930083947123e-08,6.980294231964987e-08,deltaE per km2 per sp.,7,30995
VCT,VEGE,all,-1.1183571676796835e-08,5.026606529556438e-09,deltaE per km2 per sp.,4,30995
SDN,VEGE,all,-5.58712990383392e-09,1.5038404622473574e-10,deltaE per km2 per sp.,7376,30995
SUR,VEGE,all,-4.971169145677452e-09,6.771751774432323e-09,deltaE per km2 per sp.,60,30995
SWZ,VEGE,all,3.0380303633168926e-08,5.512130005359265e-09,deltaE per km2 per sp.,231,30995
SWE,VEGE,all,-8.169309911958346e-11,6.704396696280051e-12,deltaE per km2 per sp.,2280,30995
CHE,VEGE,all,3.059944846156689e-08,5.839561575920449e-09,deltaE per km2 per sp.,529,30995
SYR,VEGE,all,4.395183307719156e-10,1.2243746819565892e-09,deltaE per km2 per sp.,1765,30995
TWN,VEGE,all,-1.4614787359093851e-08,2.1872435276279445e-08,deltaE per km2 per sp.,435,30995
TJK,VEGE,all,3.9486660783698074e-09,5.465129830159466e-09,deltaE per km2 per sp.,962,30995
TZA,VEGE,all,2.8756065045607057e-09,1.5364354797355462e-08,deltaE per km2 per sp.,8261,30995
THA,VEGE,all,-3.917419883920298e-09,1.1740386486659421e-09,deltaE per km2 per sp.,5514,30995
TLS,VEGE,all,-6.676335502115477e-09,6.99293090001502e-09,deltaE per km2 per sp.,180,30995
TGO,VEGE,all,-2.6287331809720737e-09,3.037528062788545e-10,deltaE per km2 per sp.,673,30995
TUV,VEGE,all,,,deltaE per km2 per sp.,,30995
UGA,VEGE,all,-5.46994534632075e-09,1.4339784998941664e-09,deltaE per km2 per sp.,2374,30995
URY,VEGE,all,-3.9302712769250155e-08,1.9450782383173224e-09,deltaE per km2 per sp.,2374,30995
UZB,VEGE,all,4.3942280361446286e-10,4.042542684755262e-10,deltaE per km2 per sp.,2219,30995
VUT,VEGE,all,2.069573170824797e-07,3.0515532716708534e-08,deltaE per km2 per sp.,92,30995
VAT,VEGE,all,,,deltaE per km2 per sp.,,30995
VEN,VEGE,all,-7.303360501679038e-09,1.260481568637424e-07,deltaE per km2 per sp.,4806,30995
VNM,VEGE,all,-9.315016754632323e-09,2.5043215875198107e-09,deltaE per km2 per sp.,3513,30995
ZMB,VEGE,all,9.654445745188028e-09,5.544391163769451e-09,deltaE per km2 per sp.,6110,30995
ZWE,VEGE,all,8.294094573246038e-09,1.8028941847257302e-09,deltaE per km2 per sp.,4392,30995
YEM,VEGE,all,3.844131647399849e-08,2.0040005053656418e-08,deltaE per km2 per sp.,2111,30995
UKR,VEGE,all,-2.27928334744607e-10,1.1534264785972502e-11,deltaE per km2 per sp.,10375,30995
BHR,VEGE,all,-3.325386674312897e-10,3.053308863164766e-10,deltaE per km2 per sp.,5,30995
KWT,VEGE,all,-7.796259949615192e-11,6.385235680468389e-11,deltaE per km2 per sp.,56,30995
QAT,VEGE,all,6.076296446377667e-11,1.0971614561397146e-10,deltaE per km2 per sp.,103,30995
ARE,VEGE,all,-1.2404045932254861e-09,1.7895695129400046e-10,deltaE per km2 per sp.,320,30995
TUR,VEGE,all,-9.594537771891513e-10,1.1956023023038153e-10,deltaE per km2 per sp.,11138,30995
ISR,VEGE,all,-3.312796347474479e-09,3.0024994718332347e-09,deltaE per km2 per sp.,170,30995
BGD,VEGE,all,-1.870484089810967e-09,3.342311076032533e-10,deltaE per km2 per sp.,1751,30995
MMR,VEGE,all,-4.098597398114361e-09,5.264516376829193e-10,deltaE per km2 per sp.,5698,30995
IND,VEGE,all,-2.544470821303813e-09,1.1100302508976252e-09,deltaE per km2 per sp.,37364,30995
BEN,VEGE,all,-2.695087329698624e-09,4.0248771425124033e-10,deltaE per km2 per sp.,1166,30995
NER,VEGE,all,4.233738519099104e-09,5.712949276629435e-10,deltaE per km2 per sp.,4365,30995
NGA,VEGE,all,-2.07426433465901e-09,1.7695904750354607e-10,deltaE per km2 per sp.,10551,30995
111,VEGE,all,-1.2279401129244859e-08,2.04814995633966e-09,deltaE per km2 per sp.,57,30995
112,VEGE,all,,,deltaE per km2 per sp.,,30995
113,VEGE,all,0.0,,deltaE per km2 per sp.,2,30995
114,VEGE,all,0.0,,deltaE per km2 per sp.,1,30995
115,VEGE,all,,,deltaE per km2 per sp.,,30995
116,VEGE,all,,,deltaE per km2 per sp.,,30995
117,VEGE,all,-1.4032308756011437e-11,7.235492963576386e-12,deltaE per km2 per sp.,9,30995
118,VEGE,all,1.1177886208143272e-11,6.412185238032895e-12,deltaE per km2 per sp.,6,30995
119,VEGE,all,,,deltaE per km2 per sp.,,30995
120,VEGE,all,,,deltaE per km2 per sp.,,30995
121,VEGE,all,,,deltaE per km2 per sp.,,30995
122,VEGE,all,,,deltaE per km2 per sp.,,30995
123,VEGE,all,,,deltaE per km2 per sp.,,30995
124,VEGE,all,,,deltaE per km2 per sp.,,30995
125,VEGE,all,,,deltaE per km2 per sp.,,30995
126,VEGE,all,,,deltaE per km2 per sp.,,30995
127,VEGE,all,,,deltaE per km2 per sp.,,30995
128,VEGE,all,,,deltaE per km2 per sp.,,30995
129,VEGE,all,-3.5437433815430675e-08,2.0272936296976645e-08,deltaE per km2 per sp.,74,30995
ESH,VEGE,all,-2.683700728312033e-08,6.2918299521035755e-09,deltaE per km2 per sp.,17,30995
AFG,BEAN,all,-1.0513989080005743e-08,6.98797256713762e-10,deltaE per km2 per sp.,7196,30995
GBR,BEAN,all,-5.802185443577888e-10,3.8716208832443e-11,deltaE per km2 per sp.,4871,30995
ALB,BEAN,all,-7.614653149682835e-10,1.4261221839440288e-10,deltaE per km2 per sp.,427,30995
DZA,BEAN,all,-8.098483291034531e-09,4.5558771730915355e-10,deltaE per km2 per sp.,3923,30995
USA,BEAN,all,1.0262803110951227e-08,8.094370402612732e-10,deltaE per km2 per sp.,82880,30995
ATA,BEAN,all,,,deltaE per km2 per sp.,,30995
ATG,BEAN,all,0.0,,deltaE per km2 per sp.,6,30995
ARG,BEAN,all,-3.525992495758824e-09,1.499060071674649e-09,deltaE per km2 per sp.,21539,30995
AND,BEAN,all,-2.6500192665257494e-11,9.93166998294881e-11,deltaE per km2 per sp.,2,30995
AGO,BEAN,all,2.3283722519625924e-10,6.917589890961668e-10,deltaE per km2 per sp.,8531,30995
ARM,BEAN,all,-2.8533882514168214e-08,6.216126292186554e-09,deltaE per km2 per sp.,428,30995
NLD,BEAN,all,-1.0335644014494219e-10,2.7192325040979868e-11,deltaE per km2 per sp.,662,30995
AUS,BEAN,all,-1.5015367227254612e-08,5.143735775067495e-10,deltaE per km2 per sp.,19599,30995
AUT,BEAN,all,-8.398990710703483e-10,4.2012632958992386e-11,deltaE per km2 per sp.,1192,30995
AZE,BEAN,all,-7.046057197527291e-10,1.5326462260557597e-10,deltaE per km2 per sp.,1238,30995
BHS,BEAN,all,7.772365965261783e-11,1.1501889357840186e-10,deltaE per km2 per sp.,14,30995
BRB,BEAN,all,-1.0083515223375466e-07,5.665353270010279e-08,deltaE per km2 per sp.,6,30995
BLR,BEAN,all,-9.452414528792514e-11,6.585160898563853e-12,deltaE per km2 per sp.,3896,30995
BEL,BEAN,all,-5.137163558641094e-10,8.693527805724272e-11,deltaE per km2 per sp.,539,30995
BLZ,BEAN,all,-1.5235465607038394e-08,3.892807854005744e-09,deltaE per km2 per sp.,175,30995
BTN,BEAN,all,6.640672766321679e-09,2.403844897051382e-08,deltaE per km2 per sp.,261,30995
BOL,BEAN,all,-4.676559254154333e-08,4.3342110149273125e-09,deltaE per km2 per sp.,6582,30995
BIH,BEAN,all,-2.0949458149319724e-09,2.3251183495673363e-10,deltaE per km2 per sp.,804,30995
BWA,BEAN,all,-6.319053557130344e-09,4.515292811975328e-10,deltaE per km2 per sp.,1122,30995
NOR,BEAN,all,-1.9100806434393172e-11,1.4483213195304288e-11,deltaE per km2 per sp.,760,30995
COL,BEAN,all,-1.6353924752549272e-08,5.158355906837242e-08,deltaE per km2 per sp.,7009,30995
COM,BEAN,all,-9.64034020019729e-08,5.132129271388748e-08,deltaE per km2 per sp.,12,30995
BRA,BEAN,all,1.6980303806229655e-09,1.8579870458891285e-09,deltaE per km2 per sp.,60320,30995
FRA,BEAN,all,-2.766074131061127e-08,9.259546844241192e-10,deltaE per km2 per sp.,8965,30995
COD,BEAN,all,-1.2968616269680075e-08,3.053829951588949e-09,deltaE per km2 per sp.,12594,30995
COG,BEAN,all,7.967978047660386e-07,4.220608647271479e-08,deltaE per km2 per sp.,1798,30995
NZL,BEAN,all,-7.589894363328413e-09,1.3035688652705324e-09,deltaE per km2 per sp.,3480,30995
BRN,BEAN,all,0.0,,deltaE per km2 per sp.,34,30995
BGR,BEAN,all,-4.883480421741303e-10,1.4178033743808176e-10,deltaE per km2 per sp.,1584,30995
BFA,BEAN,all,-2.7333586713424283e-09,1.4664968969739427e-10,deltaE per km2 per sp.,3110,30995
BDI,BEAN,all,-8.031431466595081e-09,1.5560134524744435e-09,deltaE per km2 per sp.,299,30995
CPV,BEAN,all,0.0,,deltaE per km2 per sp.,42,30995
KHM,BEAN,all,3.926128741762279e-09,1.7603832186810344e-09,deltaE per km2 per sp.,1821,30995
CMR,BEAN,all,-4.353390790740164e-08,2.0806038390582757e-09,deltaE per km2 per sp.,3846,30995
CAN,BEAN,all,-1.7765870731707401e-10,1.685440971609587e-11,deltaE per km2 per sp.,17287,30995
CRI,BEAN,all,4.349169929783383e-09,6.19508207547989e-08,deltaE per km2 per sp.,502,30995
CIV,BEAN,all,-2.906936626343391e-09,2.181639511449849e-09,deltaE per km2 per sp.,3481,30995
HRV,BEAN,all,-1.0197369044550453e-09,2.4751439862266835e-10,deltaE per km2 per sp.,834,30995
CUB,BEAN,all,-2.802914441777666e-08,7.79523242510596e-09,deltaE per km2 per sp.,1232,30995
CAF,BEAN,all,-1.3774955109850457e-09,1.6487175614170323e-10,deltaE per km2 per sp.,3839,30995
TCD,BEAN,all,5.288874867536506e-09,2.2992433489885085e-10,deltaE per km2 per sp.,5359,30995
CHL,BEAN,all,-1.0242103706363032e-08,1.3804182048817808e-09,deltaE per km2 per sp.,3691,30995
CHN,BEAN,all,2.8158609742632436e-09,7.092416512159655e-10,deltaE per km2 per sp.,75459,30995
CYP,BEAN,all,6.047714949186695e-09,1.517158660115465e-08,deltaE per km2 per sp.,115,30995
CZE,BEAN,all,-2.410004364704823e-10,1.6937000232827905e-11,deltaE per km2 per sp.,1400,30995
DNK,BEAN,all,0.0,3.0106099378039787e-11,deltaE per km2 per sp.,875,30995
DJI,BEAN,all,-1.4350913575027696e-10,4.2775151413473604e-08,deltaE per km2 per sp.,41,30995
DMA,BEAN,all,0.0,,deltaE per km2 per sp.,11,30995
DOM,BEAN,all,-1.482910980348316e-07,5.276886528343523e-08,deltaE per km2 per sp.,557,30995
ECU,BEAN,all,2.0825641934736757e-07,9.053204130681141e-08,deltaE per km2 per sp.,1643,30995
EGY,BEAN,all,-1.76631344631332e-10,5.202296586858224e-10,deltaE per km2 per sp.,1319,30995
SLV,BEAN,all,-2.0826048752457768e-08,3.2517637090622536e-09,deltaE per km2 per sp.,255,30995
GNQ,BEAN,all,0.0,,deltaE per km2 per sp.,193,30995
ERI,BEAN,all,-6.09442701024845e-08,8.739443840016542e-09,deltaE per km2 per sp.,705,30995
